NAME,Male_under_5E,Male_under_5M,Male_5_to_9E,Male_5_to_9M,Male_10_to_14E,Male_10_to_14M,Male_15_to_17E,Male_15_to_17M,Female_under_5E,Female_under_5M,Female_5_to_9E,Female_5_to_9M,Female_10_to_14E,Female_10_to_14M,Female_15_to_17E,Female_15_to_17M,Sex_By_Age_TotalE,Sex_By_Age_TotalM,Male_65_to_66E,Male_65_to_66M,Male_67_to_69E,Male_67_to_69M,Male_70_to_74E,Male_70_to_74M,Male_75_to_79E,Male_75_to_79M,Male_80_to_84E,Male_80_to_84M,Male_85_and_overE,Male_85_and_overM,Female_65_to_66E,Female_65_to_66M,Female_67_to_69E,Female_67_to_69M,Female_70_to_74E,Female_70_to_74M,Female_75_to_79E,Female_75_to_79M,Female_80_to_84E,Female_80_to_84M,Female_85_and_overE,Female_85_and_overM,Median_AgeE,Median_AgeM,AsianAloneE,AsianAloneM,BlackAloneE,BlackAloneM,GEO_ID,state,county,tract,block group,WhiteAloneE,WhiteAloneM,HispanicAloneE,HispanicAloneM,AmericanIndianAloneE,AmericanIndianAloneM,NativeHawaiianAloneE,NativeHawaiianAloneM,SomeOtherRaceAloneE,SomeOtherRaceAloneM,TwoorMoreRacesAloneE,TwoorMoreRacesAloneM,TwoorMoreRacesIncludingSomeotherRaceAloneE,TwoorMoreRacesIncludingSomeotherRaceAloneM,TwoorMoreRacesExcludingSomeotherRaceAloneE,TwoorMoreRacesExcludingSomeotherRaceAloneM,TotalRaceE,TotalRaceM,DroveAloneE,DroveAloneM,TotalTransportationE,TotalTransportationM,Drove_20_to_24E,Drove_20_to_24M,Drove_25_to_29E,Drove_25_to_29M,Drove_30_to_34E,Drove_30_to_34M,Drove_35_to_44E,Drove_35_to_44M,Drove_45_to_59E,Drove_45_to_59M,Drove_60_or_MoreE,Drove_60_or_MoreM,Kindergaten_MaleE,Kindergaten_MaleM,Grade_1_to_4_MaleE,Grade_1_to_4_MaleM,Grade_5_to_8_MaleE,Grade_5_to_8_MaleM,Grade_9_to_12_MaleE,Grade_9_to_12_MaleM,Kindergaten_FemaleE,Kindergaten_FemaleM,Grade_1_to_4_FemaleE,Grade_1_to_4_FemaleM,Grade_5_to_8_FemaleE,Grade_5_to_8_FemaleM,Grade_9_to_12_FemaleE,Grade_9_to_12_FemaleM,Kindergaten_TotalMaleE,Kindergaten_TotalMaleM,Grade_1_to_4_TotalMaleE,Grade_1_to_4_TotalMaleM,Grade_5_to_8_TotalMaleE,Grade_5_to_8_TotalMaleM,Grade_9_to_12_TotalMaleE,Grade_9_to_12_TotalMaleM,Kindergaten_TotalFemaleE,Kindergaten_TotalFemaleM,Grade_1_to_4_TotalFemaleE,Grade_1_to_4_TotalFemaleM,Grade_5_to_8_TotalFemaleE,Grade_5_to_8_TotalFemaleM,Grade_9_to_12_TotalFemaleE,Grade_9_to_12_TotalFemaleM,NoSchoolingE,NoSchoolingM,HighSchoolDiplomaE,HighSchoolDiplomaM,GEDorAlternativeE,GEDorAlternativeM,SomeCollegeLessThan1YearE,SomeCollegeLessThan1YearM,SomeCollege1orMoreYearsNoDegreeE,SomeCollege1orMoreYearsNoDegreeM,AssociateDegreeE,AssociateDegreeM,BachelorsDegreeE,BachelorsDegreeM,MastersDegreeE,MastersDegreeM,ProfessionalSchoolDegreeE,ProfessionalSchoolDegreeM,DoctorateDegreeE,DoctorateDegreeM,TotalEducationAttainmentE,TotalEducationAttainmentM,MedianHouseholdIncomeE,MedianHouseholdIncomeM,VeteranE,VeteranM,TotalVeteranE,TotalVeteranM,CivilianInLaborForceEmployedE,CivilianInLaborForceEmployedM,TotalInLaborForceE,TotalInLaborForceM,VacantE,VacantM,TotalOccupancyE,TotalOccupancyM,OccupiedE,OccupiedM,RenterOccupiedNoVehicleE,RenterOccupiedNoVehicleM,OwnerOccupiedNoVehicleE,OwnerOccupiedNoVehicleM,TotalVehicleByTenureE,TotalVehicleByTenureM,TotalGrossRentE,TotalGrossRentM,OwnerOccupiedE,OwnerOccupiedM,TotalOwnerOccupiedE,TotalOwnerOccupiedM,BroadbandE,BroadbandM,TotalBroadbandE,TotalBroadbandM
"Block Group 1, Census Tract 612.01, Iredell County, North Carolina",32,43,37,36,43,53,12,19,12,20,15,22,38,59,37,40,670,272,0,13,18,20,37,47,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,41.0,12.0,0,13,0,13,1500000US370970612011,37,097,061201,1,545,221,66,108,0,13,0,13,0,13,59,89,59,89,0,13,670,272,203,93,278,130,62,37,0,13,48,48,0,13,0,13,0,13,0,13,0,13,30,49,0,13,0,13,0,13,0,13,0,13,37,36,0,13,30,49,25,29,0,13,15,22,38,59,49,47,0,13,63,45,0,13,24,25,71,56,109,103,53,45,42,40,28,45,0,13,416,158,80338.0,20984.0,18,20,444,164,316,136,327,140,11,17,253,95,242,94,0,13,0,13,242,94,20,23,222,92,242,94,196,90,242,94
"Block Group 2, Census Tract 612.01, Iredell County, North Carolina",11,17,13,19,46,45,38,31,22,25,50,60,11,14,73,61,1569,372,8,13,52,30,35,23,17,21,0,13,9,14,9,15,26,21,45,24,38,30,0,13,22,27,46.0,3.0,69,95,91,82,1500000US370970612012,37,097,061201,2,1275,326,112,86,0,13,0,13,0,13,22,35,0,13,22,35,1569,372,750,219,756,221,90,56,78,65,91,67,14,19,80,66,55,34,0,13,0,13,11,19,8,13,0,13,6,10,4,9,11,19,13,19,0,13,46,45,38,31,12,13,25,32,9,13,69,60,18,21,181,80,88,56,133,63,204,85,178,81,148,68,113,70,9,15,0,13,1185,237,77045.0,18715.0,149,58,1291,276,799,220,868,246,12,20,654,127,642,123,0,13,0,13,642,123,97,52,545,123,642,123,528,127,642,123
"Block Group 3, Census Tract 612.01, Iredell County, North Carolina",12,21,59,43,14,21,0,13,90,86,182,104,45,57,0,13,1473,387,28,29,16,19,17,18,9,14,5,7,0,13,15,23,81,52,34,24,0,13,9,14,0,13,38.0,11.0,40,61,139,188,1500000US370970612013,37,097,061201,3,1278,410,0,13,0,13,0,13,0,13,16,23,0,13,16,23,1473,387,556,182,651,203,137,68,24,20,50,45,46,44,47,43,96,61,0,13,13,21,0,13,10,16,0,13,0,13,0,13,0,13,11,18,48,39,14,21,10,16,0,13,203,115,0,13,0,13,14,15,316,120,108,83,53,35,139,89,113,66,172,75,71,56,0,13,0,13,1024,226,76000.0,16367.0,38,32,1071,240,708,202,708,202,215,108,741,141,526,113,0,13,11,16,526,113,56,48,470,110,526,113,433,107,526,113
"Block Group 1, Census Tract 612.02, Iredell County, North Carolina",31,31,46,50,70,54,26,27,34,26,50,46,61,53,78,57,1837,407,38,35,0,13,21,20,23,21,10,14,21,24,23,29,29,27,41,40,52,51,40,28,15,14,46.0,14.0,0,13,568,298,1500000US370970612021,37,097,061202,1,1157,296,82,87,11,18,0,13,0,13,19,33,0,13,19,33,1837,407,878,249,956,266,162,74,20,22,55,34,15,17,126,103,20,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,72,56,41,41,29,27,11,13,51,51,49,50,56,50,0,13,373,131,31,23,125,69,119,66,197,87,147,71,65,34,13,21,10,13,1316,265,47500.0,8712.0,48,37,1434,302,1041,303,1092,313,78,61,860,144,782,149,0,13,44,47,782,149,190,97,592,136,782,149,574,146,782,149
"Block Group 2, Census Tract 612.02, Iredell County, North Carolina",33,32,24,22,17,18,51,50,9,14,35,36,10,15,0,13,1064,320,7,11,8,12,11,13,0,13,0,13,4,7,4,6,0,13,11,13,8,12,10,15,43,52,38.0,12.0,0,13,83,134,1500000US370970612022,37,097,061202,2,977,285,4,7,0,13,0,13,0,13,0,13,0,13,0,13,1064,320,552,204,602,216,120,76,0,13,40,44,35,24,0,13,23,22,0,13,0,13,9,14,9,15,0,13,0,13,10,15,0,13,12,16,12,17,17,18,51,50,22,24,10,15,10,15,0,13,0,13,148,78,72,52,163,119,23,20,116,66,119,70,14,17,7,11,0,13,750,203,63750.0,20472.0,67,60,885,269,606,216,663,247,50,46,440,96,390,97,4,7,11,17,390,97,148,68,242,77,390,97,276,85,390,97
"Block Group 3, Census Tract 612.02, Iredell County, North Carolina",26,22,41,22,68,36,82,92,253,205,38,28,53,44,23,21,2663,850,3,4,9,13,104,82,47,30,48,32,4,6,123,134,43,31,58,37,35,32,34,28,13,19,42.0,5.0,20,24,908,796,1500000US370970612023,37,097,061202,3,1689,303,43,59,3,7,0,13,0,13,0,13,0,13,0,13,2663,850,698,164,1191,377,156,72,20,21,39,26,52,29,121,59,130,75,0,13,8,14,2,6,11,16,14,20,0,13,0,13,0,13,0,13,69,33,29,26,107,93,25,23,13,15,40,31,52,60,0,13,329,107,34,26,75,41,390,252,351,160,293,95,116,80,0,13,25,23,1731,469,83871.0,15826.0,115,48,2079,655,1468,575,1490,577,28,40,818,149,790,145,0,13,17,20,790,145,124,77,666,143,790,145,583,124,790,145
"Block Group 1, Census Tract 612.03, Iredell County, North Carolina",79,59,0,13,53,64,49,54,48,59,12,20,23,28,0,13,1256,288,0,13,12,21,0,13,0,13,0,13,0,13,0,13,0,13,39,45,0,13,8,13,24,29,28.0,9.0,15,23,238,136,1500000US370970612031,37,097,061203,1,881,248,107,168,0,13,0,13,0,13,15,26,0,13,15,26,1256,288,620,178,679,165,167,79,80,68,12,19,67,69,0,13,39,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,37,68,60,0,13,12,20,8,15,15,23,0,13,247,107,15,26,42,40,233,96,62,38,143,86,36,41,0,13,0,13,803,199,48684.0,9047.0,32,38,992,232,695,165,734,173,77,81,599,130,522,116,0,13,0,13,522,116,83,63,439,110,522,116,365,103,522,116
"Block Group 2, Census Tract 612.03, Iredell County, North Carolina",0,13,19,31,70,60,69,69,11,19,104,68,76,63,0,13,1447,371,61,68,0,13,21,30,0,13,32,37,0,13,0,13,35,41,21,30,25,37,0,13,25,38,40.0,5.0,148,144,43,42,1500000US370970612032,37,097,061203,2,1053,314,130,98,7,10,0,13,0,13,66,84,0,13,66,84,1447,371,678,224,731,230,98,74,19,21,20,18,120,60,147,94,105,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,31,70,60,69,69,21,33,71,58,76,63,0,13,0,13,54,58,14,18,121,87,96,69,84,57,441,159,111,63,12,20,15,18,973,231,81920.0,17408.0,37,30,1098,265,773,232,811,235,36,47,609,158,573,159,0,13,35,54,573,159,159,69,414,151,573,159,478,128,573,159
"Block Group 3, Census Tract 612.03, Iredell County, North Carolina",0,13,14,21,13,21,17,28,0,13,0,13,16,24,15,26,784,239,51,61,29,32,16,25,13,22,0,13,50,57,15,25,0,13,16,26,15,24,29,45,15,24,59.0,6.0,24,38,0,13,1500000US370970612033,37,097,061203,3,754,235,6,9,0,13,0,13,0,13,0,13,0,13,0,13,784,239,256,122,288,137,8,13,9,16,0,13,59,63,20,21,42,46,0,13,0,13,0,13,17,28,0,13,0,13,15,26,0,13,0,13,14,21,13,21,17,28,0,13,0,13,31,35,0,13,0,13,191,117,51,50,32,31,132,70,135,106,91,62,43,43,0,13,0,13,690,202,97353.0,56179.0,93,71,709,211,372,147,418,161,77,59,409,107,332,94,0,13,0,13,332,94,15,24,317,96,332,94,270,97,332,94
"Block Group 4, Census Tract 612.03, Iredell County, North Carolina",0,13,80,75,39,44,9,15,57,50,12,19,0,13,49,64,1020,274,0,13,0,13,25,32,0,13,0,13,22,24,22,35,0,13,12,21,0,13,23,26,15,25,33.0,5.0,150,135,282,161,1500000US370970612034,37,097,061203,4,442,183,102,92,0,13,0,13,0,13,44,66,0,13,44,66,1020,274,428,166,526,177,76,80,13,17,111,55,94,89,98,68,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,80,75,14,17,25,39,0,13,12,19,0,13,57,67,0,13,89,57,33,26,30,27,47,36,14,19,240,105,153,98,16,23,73,75,725,203,58393.0,39648.0,39,32,774,198,587,183,625,179,22,37,467,113,445,110,30,32,0,13,445,110,327,94,118,64,445,110,374,106,445,110
"Block Group 1, Census Tract 612.04, Iredell County, North Carolina",89,67,153,76,151,80,58,35,73,54,84,53,99,74,84,60,3047,465,11,19,63,44,137,62,49,38,5,8,0,13,26,32,106,55,138,70,10,15,0,13,0,13,45.0,4.0,5,11,15,26,1500000US370970612041,37,097,061204,1,2776,443,72,79,0,13,0,13,72,108,107,113,0,13,107,113,3047,465,1092,264,1116,260,199,89,44,32,84,53,24,23,75,39,256,134,7,12,0,13,25,30,13,21,0,13,8,13,24,40,0,13,50,44,104,66,125,68,94,45,0,13,74,45,99,74,113,79,0,13,241,89,104,75,181,75,146,66,290,208,709,161,312,103,37,29,66,69,2102,335,137308.0,25503.0,228,91,2256,342,1397,280,1445,284,216,111,1200,153,984,141,0,13,7,13,984,141,86,58,898,152,984,141,916,136,984,141
"Block Group 2, Census Tract 612.04, Iredell County, North Carolina",8,13,28,27,55,38,52,44,16,13,24,34,41,32,0,13,1304,275,8,13,74,50,19,20,27,32,10,16,0,13,27,26,10,15,86,56,9,15,0,13,0,13,47.0,4.0,0,13,35,58,1500000US370970612042,37,097,061204,2,1225,258,29,48,0,13,0,13,0,13,15,17,0,13,15,17,1304,275,496,150,596,167,58,41,31,40,64,34,48,42,63,37,57,35,0,13,0,13,0,13,0,13,7,12,6,13,0,13,0,13,11,20,17,17,55,38,51,45,7,12,17,27,25,26,16,19,0,13,130,82,19,31,95,56,149,70,98,54,242,80,93,49,71,58,22,27,941,191,132639.0,40831.0,72,48,1080,218,656,177,698,199,137,96,596,108,459,84,0,13,0,13,459,84,36,26,423,88,459,84,426,87,459,84
"Block Group 1, Census Tract 612.05, Iredell County, North Carolina",0,13,70,88,11,17,11,18,34,43,0,13,0,13,25,37,1123,317,59,68,20,27,42,48,37,30,0,13,0,13,10,16,0,13,78,67,37,26,36,52,0,13,50.0,9.0,26,44,43,64,1500000US370970612051,37,097,061205,1,1038,317,16,24,0,13,0,13,0,13,0,13,0,13,0,13,1123,317,388,126,469,147,79,57,148,100,104,68,43,64,66,46,9,14,0,13,0,13,11,17,11,18,0,13,0,13,0,13,0,13,0,13,70,88,11,17,11,18,0,13,0,13,0,13,25,37,26,44,254,88,9,14,47,30,94,57,119,60,143,74,55,44,39,34,0,13,871,205,67344.0,36406.0,72,44,972,233,541,171,541,171,0,13,441,98,441,98,0,13,0,13,441,98,55,51,386,97,441,98,281,96,441,98
"Block Group 2, Census Tract 612.05, Iredell County, North Carolina",118,84,45,59,48,49,16,24,27,42,93,142,0,13,0,13,1308,477,12,19,0,13,56,50,6,10,0,13,46,45,9,16,16,18,25,27,30,27,31,21,37,47,39.0,19.0,0,13,0,13,1500000US370970612052,37,097,061205,2,1293,476,0,13,8,18,0,13,0,13,7,12,0,13,7,12,1308,477,460,213,502,220,65,46,27,28,125,161,63,55,10,16,15,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,59,48,49,16,24,44,68,49,75,0,13,0,13,9,16,214,99,204,178,66,44,155,96,74,52,87,55,39,30,0,13,10,16,900,250,50451.0,24272.0,96,56,961,276,561,234,609,246,47,53,530,132,483,131,26,32,0,13,483,131,100,62,383,119,483,131,307,111,483,131
"Block Group 3, Census Tract 612.05, Iredell County, North Carolina",0,13,13,22,8,13,0,13,13,21,0,13,15,24,54,64,606,252,0,13,10,15,20,22,10,16,0,13,11,17,10,16,10,15,32,29,10,16,0,13,0,13,49.0,6.0,0,13,0,13,1500000US370970612053,37,097,061205,3,558,241,48,58,0,13,0,13,0,13,0,13,0,13,0,13,606,252,205,99,234,117,25,26,9,15,54,51,11,18,18,21,56,42,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,13,22,8,13,0,13,0,13,0,13,15,24,69,69,0,13,45,42,13,19,0,13,34,32,58,53,227,115,71,62,10,16,0,13,468,169,99483.0,29687.0,39,32,503,186,276,134,276,134,74,56,334,103,260,96,0,13,10,16,260,96,39,50,221,92,260,96,217,92,260,96
"Block Group 4, Census Tract 612.05, Iredell County, North Carolina",18,23,66,57,37,40,4,7,43,39,15,19,40,37,19,21,1065,269,36,58,36,23,20,23,9,15,0,13,9,15,0,13,20,34,30,27,15,19,0,13,9,15,46.0,8.0,29,32,0,13,1500000US370970612054,37,097,061205,4,986,247,20,34,0,13,0,13,0,13,30,48,0,13,30,48,1065,269,398,126,398,126,65,48,70,73,61,46,33,31,77,68,19,20,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,0,13,53,55,34,31,15,19,0,13,15,19,14,22,45,42,0,13,102,69,8,13,45,32,99,68,108,68,282,102,109,66,44,49,18,20,815,204,116944.0,35376.0,23,22,823,205,483,150,505,150,234,114,648,138,414,97,0,13,0,13,414,97,0,13,414,97,414,97,344,96,414,97
"Block Group 1, Census Tract 613.01, Iredell County, North Carolina",31,30,14,21,36,42,20,26,7,10,10,16,54,62,9,15,824,263,0,13,0,13,15,21,6,14,0,13,0,13,6,14,60,60,0,13,10,17,30,44,0,13,44.0,9.0,0,13,0,13,1500000US370970613011,37,097,061301,1,718,246,44,52,0,13,0,13,0,13,62,82,0,13,62,82,824,263,283,115,302,117,110,92,47,42,16,19,0,13,19,32,21,24,0,13,0,13,18,28,0,13,0,13,0,13,0,13,0,13,0,13,23,25,36,42,11,20,10,16,0,13,54,62,9,15,0,13,166,95,0,13,19,32,52,41,87,93,152,123,24,29,0,13,0,13,577,178,51780.0,14323.0,15,21,643,183,328,124,340,125,0,13,351,116,351,116,0,13,11,20,351,116,73,59,278,116,351,116,275,123,351,116
"Block Group 2, Census Tract 613.01, Iredell County, North Carolina",69,83,14,26,38,36,0,13,94,127,13,19,8,16,31,40,1112,374,0,13,0,13,0,13,13,20,8,13,0,13,0,13,9,15,34,37,25,24,8,13,0,13,32.0,8.0,0,13,65,68,1500000US370970613012,37,097,061301,2,837,302,107,135,6,10,0,13,0,13,97,122,31,40,66,83,1112,374,364,144,449,170,166,97,72,54,0,13,10,24,28,36,54,69,0,13,7,13,20,22,0,13,0,13,0,13,8,16,0,13,0,13,32,39,20,22,0,13,0,13,13,19,8,16,0,13,0,13,237,102,81,66,64,54,60,43,49,49,38,29,7,23,0,13,0,13,677,194,33413.0,14529.0,27,29,845,254,456,172,483,180,0,13,383,97,383,97,8,15,0,13,383,97,152,88,231,84,383,97,204,71,383,97
"Block Group 3, Census Tract 613.01, Iredell County, North Carolina",14,15,6,11,73,45,41,36,0,13,0,13,13,22,0,13,764,236,9,14,9,14,0,13,0,13,25,37,0,13,14,19,0,13,0,13,0,13,0,13,0,13,41.0,4.0,19,21,0,13,1500000US370970613013,37,097,061301,3,599,229,139,194,0,13,0,13,0,13,7,13,0,13,7,13,764,236,313,128,412,170,61,55,33,29,62,49,0,13,55,39,65,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,11,60,45,103,72,0,13,0,13,13,22,0,13,0,13,189,87,33,44,0,13,62,57,76,49,61,46,0,13,0,13,0,13,542,163,58500.0,13433.0,32,33,617,191,420,171,455,179,60,67,328,90,268,74,0,13,24,27,268,74,79,52,189,66,268,74,164,57,268,74
"Block Group 1, Census Tract 613.02, Iredell County, North Carolina",79,77,58,47,86,63,40,45,69,61,38,43,51,43,0,13,1714,398,0,13,0,13,33,34,16,20,0,13,99,96,0,13,17,19,68,40,9,12,51,61,24,25,35.0,5.0,0,13,134,93,1500000US370970613021,37,097,061302,1,1450,379,112,89,0,13,0,13,0,13,18,45,0,13,18,45,1714,398,614,258,739,250,91,99,61,59,39,41,92,58,37,54,4,11,10,16,0,13,10,16,32,43,0,13,0,13,0,13,10,16,21,21,76,63,47,34,40,45,0,13,38,43,41,40,10,16,10,16,316,154,60,79,114,93,248,191,71,58,169,104,30,37,0,13,0,13,1215,356,56394.0,27116.0,128,98,1276,344,847,267,907,265,47,50,688,183,641,183,0,13,22,23,641,183,224,147,417,126,641,183,469,159,641,183
"Block Group 2, Census Tract 613.02, Iredell County, North Carolina",147,148,87,53,45,49,10,16,75,61,46,45,8,13,18,22,1768,433,12,19,48,41,53,52,11,17,11,18,12,22,11,18,35,31,34,53,116,152,22,36,6,12,37.0,9.0,0,13,112,87,1500000US370970613022,37,097,061302,2,1451,338,179,260,0,13,0,13,0,13,26,27,0,13,26,27,1768,433,590,189,722,212,157,127,23,29,48,52,12,22,30,28,95,56,8,12,0,13,8,12,0,13,0,13,16,17,0,13,9,14,29,35,58,43,45,49,10,16,30,43,16,17,8,13,18,22,30,45,444,209,53,48,115,59,259,132,98,59,89,42,30,28,0,13,0,13,1278,282,61530.0,12781.0,128,68,1332,299,805,218,838,225,27,43,734,192,707,188,24,27,0,13,707,188,57,41,650,181,707,188,475,105,707,188
"Block Group 3, Census Tract 613.02, Iredell County, North Carolina",19,23,0,13,71,77,35,30,20,21,57,61,108,78,79,60,1769,314,24,26,20,21,31,28,29,46,22,22,0,13,26,31,51,48,38,28,24,28,0,13,0,13,42.0,3.0,34,45,74,68,1500000US370970613023,37,097,061302,3,1607,315,34,49,6,11,0,13,0,13,14,24,0,13,14,24,1769,314,650,167,858,215,133,89,25,24,121,148,31,28,111,69,103,74,0,13,0,13,35,54,0,13,0,13,9,12,11,19,30,48,0,13,0,13,71,77,29,28,0,13,77,68,54,44,102,68,12,18,534,170,42,42,154,66,164,82,99,55,114,73,51,45,0,13,0,13,1270,207,66014.0,12424.0,132,64,1380,230,960,215,993,218,55,59,769,124,714,128,0,13,17,28,714,128,146,82,568,117,714,128,582,123,714,128
"Block Group 1, Census Tract 613.03, Iredell County, North Carolina",92,68,72,46,116,68,28,23,79,75,97,60,50,32,23,22,2328,420,11,19,35,25,99,75,16,17,6,10,0,13,16,18,59,29,116,84,14,15,23,37,111,113,41.0,8.0,104,112,93,119,1500000US370970613031,37,097,061303,1,2028,440,98,72,0,13,0,13,0,13,5,9,0,13,5,9,2328,420,877,201,923,204,104,70,42,36,111,96,35,29,51,38,72,50,0,13,9,14,9,14,0,13,0,13,0,13,28,33,24,22,17,20,80,59,91,63,36,29,0,13,94,59,39,38,37,27,0,13,334,141,59,42,84,88,164,69,331,205,444,159,62,45,8,12,65,57,1655,324,86190.0,13947.0,193,96,1771,339,1018,217,1087,223,0,13,874,165,874,165,16,25,0,13,874,165,211,127,663,126,874,165,707,169,874,165
"Block Group 2, Census Tract 613.03, Iredell County, North Carolina",91,71,37,32,73,45,84,69,43,33,70,44,90,47,37,32,2544,494,12,19,14,20,49,31,0,13,17,18,0,13,4,8,17,18,9,15,30,45,16,17,0,13,44.0,6.0,37,58,0,13,1500000US370970613032,37,097,061303,2,2390,474,100,113,0,13,0,13,17,28,0,13,0,13,0,13,2544,494,839,177,942,188,159,76,61,49,44,36,56,50,150,71,62,45,0,13,0,13,6,10,0,13,0,13,10,16,0,13,9,16,0,13,37,32,58,43,118,75,0,13,82,54,54,38,65,38,15,25,512,402,106,67,149,68,200,80,115,67,430,142,152,64,11,17,15,17,1748,413,105938.0,40728.0,119,63,2019,446,1178,218,1243,251,31,51,928,230,897,229,0,13,9,14,897,229,64,53,833,230,897,229,771,236,897,229
"Block Group 1, Census Tract 613.04, Iredell County, North Carolina",31,34,21,20,31,28,37,35,81,68,23,21,82,58,83,60,2416,524,0,13,43,53,21,20,0,13,0,13,10,17,53,55,38,40,83,64,9,15,6,10,0,13,40.0,6.0,35,49,111,128,1500000US370970613041,37,097,061304,1,2252,532,18,29,0,13,0,13,0,13,0,13,0,13,0,13,2416,524,1430,468,1533,476,139,88,115,71,148,80,52,34,93,53,49,34,0,13,0,13,5,8,5,9,0,13,0,13,34,39,0,13,8,11,5,8,34,23,34,33,0,13,52,41,34,39,102,66,0,13,322,100,72,61,192,102,336,231,104,50,448,175,30,24,0,13,12,19,1579,309,70470.0,12224.0,65,53,2027,474,1593,475,1617,480,90,75,1154,259,1064,255,18,21,0,13,1064,255,402,116,662,234,1064,255,921,248,1064,255
"Block Group 2, Census Tract 613.04, Iredell County, North Carolina",0,13,6,11,34,29,32,40,28,34,33,37,12,16,25,34,759,256,0,13,16,18,0,13,8,13,22,32,0,13,22,32,8,13,0,13,0,13,0,13,11,18,43.0,4.0,0,13,186,179,1500000US370970613042,37,097,061304,2,542,183,25,23,0,13,0,13,0,13,6,13,0,13,6,13,759,256,323,153,350,173,6,13,33,36,23,27,18,31,42,42,22,21,0,13,0,13,7,12,0,13,0,13,0,13,0,13,0,13,0,13,6,11,34,29,32,40,0,13,15,23,12,16,44,42,0,13,94,62,32,35,59,50,107,58,59,35,53,38,54,42,0,13,12,19,524,147,76406.0,19764.0,56,41,589,177,366,175,386,176,48,57,326,85,278,77,10,17,0,13,278,77,74,54,204,69,278,77,215,61,278,77
"Block Group 3, Census Tract 613.04, Iredell County, North Carolina",31,46,50,56,28,27,35,43,92,71,110,66,23,21,12,21,1641,350,0,13,7,10,8,13,8,14,33,33,0,13,8,12,16,24,55,71,20,23,23,29,0,13,34.0,2.0,11,17,247,229,1500000US370970613043,37,097,061304,3,1049,269,277,224,0,13,0,13,0,13,57,57,0,13,57,57,1641,350,693,184,823,187,69,65,73,55,70,75,41,34,36,23,79,43,0,13,0,13,0,13,23,26,0,13,23,36,0,13,0,13,27,43,0,13,22,25,46,45,19,21,91,61,23,21,25,22,0,13,305,144,26,24,77,77,358,142,58,50,155,90,68,72,0,13,0,13,1117,274,52411.0,10367.0,51,32,1260,288,839,190,890,206,0,13,655,138,655,138,0,13,13,21,655,138,463,143,192,59,655,138,446,137,655,138
"Block Group 1, Census Tract 614.01, Iredell County, North Carolina",13,18,19,20,30,34,22,20,0,13,63,65,58,54,67,65,1258,331,0,13,27,29,26,25,29,25,18,23,0,13,29,26,41,29,17,19,18,20,17,21,0,13,49.0,6.0,0,13,0,13,1500000US370970614011,37,097,061401,1,1182,329,59,57,0,13,0,13,0,13,17,34,0,13,17,34,1258,331,545,190,559,190,9,13,17,25,95,78,88,51,21,24,129,97,0,13,8,14,0,13,28,33,0,13,0,13,15,15,19,22,3,7,16,19,9,15,51,38,0,13,63,65,71,57,64,57,0,13,69,46,9,14,89,68,111,90,162,85,252,103,134,64,32,26,36,32,921,198,98893.0,33854.0,95,70,986,216,675,191,684,192,82,59,611,118,529,121,0,13,0,13,529,121,53,53,476,110,529,121,472,111,529,121
"Block Group 2, Census Tract 614.01, Iredell County, North Carolina",23,22,80,60,105,58,41,32,46,41,40,35,130,73,67,42,1735,304,9,13,30,27,18,20,45,29,10,16,0,13,32,27,30,27,21,23,0,13,16,18,19,21,46.0,4.0,0,13,0,13,1500000US370970614012,37,097,061401,2,1602,280,76,78,0,13,0,13,0,13,57,61,0,13,57,61,1735,304,520,130,583,145,109,45,8,12,42,37,69,49,122,92,61,40,0,13,0,13,9,13,8,19,0,13,0,13,24,27,10,15,0,13,94,73,91,58,64,43,0,13,64,42,96,57,77,42,0,13,54,36,16,25,69,43,111,48,86,42,514,116,186,78,95,71,0,13,1146,182,181250.0,11901.0,40,31,1203,206,783,163,810,169,207,80,767,99,560,83,0,13,0,13,560,83,11,17,549,84,560,83,497,88,560,83
